,,,,,mg,µg,mg,mg,mg,mg,mg,mg,mg,mg
,,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
E039,"Mango, ripe, k",esar (Mangifer,a indica),4,,,,15.74±0.89,0.028±0.019,,0.07±0.01,0.43±0.19,0.002±0.002,
E040,"Mango, ripe, n",eelam (Mangif,era indica),2,,,,11.36,0.004,,0.08,0.36,,
E041,"Mango, ripe, p",aheri (Mangife,ra indica),2,,,,15.11,0.024,,0.11,0.51,0.001,
E042,"Mango, ripe, to",tapari (Mangi,fera indica),1,,,,13.34,0.004,,0.08,0.28,,
E043,Mangosteen (G,arcinia mango,stana),1,0.17,0.05,0.002,4.69,0.003,1.501,0.11,0.28,0.056,0.106
E044,Manila tamarin,d (Pithecellobi,um dulce),1,,,,8.51,,,0.22,0.71,,
E045,"Musk melon, o melon)",range flesh (C,ucumis,5,0.02±0.01,0.03±0.04,,9.80±2.14,0.004±0.002,0.001±0.001,0.03±0.02,0.18±0.04,0.003±0.001,
E046,"Musk melon, y melon)",ellow flesh (C,ucumis,6,0.04±0.03,,,9.02±2.95,0.002±0.000,0.001±0.000,0.05±0.02,0.21±0.06,0.003±0.001,
E047,"Orange, pulp (",Citrus aurantiu,m),6,,,,19.52±1.48,0.012±0.003,,0.03±0.01,0.81±0.04,,
E048,"Palm fruit, tend",er (Borassus,flabellifer),1,,,,,,,,,,
E049,"Papaya, ripe (C",arcia papaya),,6,0.05±0.01,,,15.02±1.47,0.003±0.000,,0.04±0.01,0.23±0.02,,
E050,Peach (Prunus,communis),,1,0.18,0.11,0.197,6.98,0.006,0.276,0.08,0.35,0.011,0.179
E051,Pear (Pyrus sp.,),,6,0.59±0.03,,,6.55±1.39,0.009±0.003,0.001±0.000,0.08±0.02,0.28±0.10,0.002±0.001,0.001±0.001
E052,Phalsa (Grewia,asiatica),,2,,0.92,,153,,,0.24,2.01,,
E053,Pineapple (An,anas comosus,),6,0.08±0.04,0.24±0.25,,10.88±1.91,0.008±0.006,0.001±0.000,0.07±0.03,0.28±0.11,0.002±0.001,
E054,Plum (Prunus d,omestica),,3,0.20±0.05,0.03±0.04,0.057±0.021,7.61±0.94,0.002±0.000,0.297±0.024,0.41±0.39,0.25±0.09,0.003±0.001,0.070±0.002
E055,"Pomegranate, granatum)",maroon seed,s (Punica,6,0.05±0.01,,,10.65±1.82,0.010±0.003,0.001±0.000,0.13±0.03,0.31±0.06,0.003±0.001,
E056,Pummelo (Citru,s maxima),,3,,0.33±0.10,,14.03±4.73,0.001±0.000,,0.03±0.01,0.06±0.01,0.006±0.003,
E057,"Raisins, dried,",black (Vitis vi,nifera),6,3.06±0.49,,,73.24±5.48,0.024±0.009,0.003±0.001,0.47±0.12,6.81±0.91,0.005±0.001,0.054±0.043
E058,"Raisins, dried,",golden (Vitis,vinifera),6,3.53±0.36,,,51.83±5.26,0.009±0.002,0.003±0.001,0.39±0.04,4.26±0.60,0.008±0.003,0.009±0.009
