,,,,,,,,,g,,,,,
,,,,,,,,,,,,,,
,,,,,HIS,ILE,LE,LYS,MET,CYS,PHE,THR,TRP,VAL
P066,Red snap,"per, s",mall (Priacanthus hamrur),1,3.49,4.39,8.59,5.04,2.59,1.64,6.78,5.74,0.89,5.14
P067,Sadaya (P,latax,orbicularis),1,3.29,4.47,8.82,5.16,2.91,1.18,6.44,5.73,1.26,5.42
P068,Salmon (S,almo,salar),1,3.60,4.78,7.83,5.44,3.15,1.52,5.40,5.87,0.92,5.63
P069,Sangada (,Nemi,pterus japanicus),1,2.39,4.60,8.71,6.72,2.21,1.09,6.34,6.32,0.96,5.19
P070,Sankata p,aarai,(Caranx ignobilis),1,2.04,4.86,8.36,6.56,3.36,1.65,6.11,5.31,1.39,5.69
P071,Sardine (,Sardin,ella longiceps),1,4.31,4.73,8.17,6.43,3.00,1.84,5.24,5.30,1.57,5.18
P072,Shark (Ca,rchar,hinus sorrah),2,3.58,5.05,7.41,5.73,4.31,2.46,3.81,5.65,0.85,5.52
P073,"Shark, ha",mmer,head (Sphyrna mokarran),1,4.13,3.75,8.20,7.99,4.51,1.27,5.19,3.88,0.65,4.97
P074,"Shark, sp",otted,(Stegostoma fasciatum),1,3.69,5.22,8.44,4.47,3.38,0.92,4.04,5.38,0.96,5.49
P075,Shelavu (,Sphyr,aena jello),4,2.76±0.31,4.66±0.27,8.18±0.46,6.33±0.41,3.37±0.53,1.35±0.29,5.56±0.74,5.06±0.18,1.08±0.28,5.46±0.16
P076,Silan (Silo,nia sil,ondia),1,1.55,4.71,7.92,6.17,3.61,1.58,4.04,5.38,0.96,5.49
P077,Silk fish (,Beryx,sp.),1,3.39,4.36,7.84,6.34,3.22,1.47,3.98,4.93,1.22,5.02
P078,Silver car,p (Hy,pophthalmichthys molitrix),1,4.51,4.75,7.24,6.11,4.24,1.41,5.32,4.69,1.17,4.77
P079,Sole fish (,Cyno,glossus arel),1,2.53,4.56,8.08,5.35,4.48,2.43,6.71,5.42,0.97,5.18
P080,Stingray (,Dasy,atis pastinaca),1,4.54,3.56,6.37,5.66,2.86,1.88,5.12,4.71,0.92,5.58
P081,Tarlava (D,repan,e punctata),2,4.06,4.72,8.11,6.14,2.13,1.58,5.08,4.90,0.82,5.38
P082,Tholam (P,lector,hinchus schotaf),2,3.17,4.66,8.42,6.37,2.79,1.78,4.79,5.11,0.95,5.51
P083,Tilapia (Or,eoch,romis niloticus),1,4.21,5.71,7.87,7.71,3.19,1.52,6.02,5.41,0.79,5.66
P084,Tuna (Euth,ynnu,s affinis),5,3.37±0.79,4.85±0.32,8.23±0.56,5.70±0.29,3.01±0.37,1.41±0.05,5.40±0.36,6.20±0.40,0.90±0.05,5.75±0.35
P085,"Tuna, stri",ped (,Katsuwonus pelamis),1,2.70,4.96,8.16,7.11,3.93,1.79,4.29,5.40,1.63,6.03
P086,Valava (C,hiroce,ntrus nudus),1,3.14,4.94,8.32,7.62,3.65,1.52,4.65,5.26,1.09,5.71
