,,,,mg,µg,mg,mg,mg,mg,mg,mg,mg,mg
,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
O006,"Goat, lu",ngs,4,0.32±0.05,1.18±0.35,,10.44±2.48,0.041±0.031,0.001±0.000,0.22±0.01,7.10±1.77,0.002±0.000,
O007,"Goat, h",eart,5,0.37±0.08,0.93±0.21,,5.71±1.43,0.012±0.005,,0.34±0.04,3.38±0.54,0.002±0.000,
O008,"Goat, li",ver,6,0.53±0.12,1.49±0.49,0.002±0.003,6.09±2.31,0.010±0.004,0.006±0.002,3.70±1.67,6.56±0.34,0.004±0.002,
O009,"Goat, tr",ipe,5,0.33±0.06,0.18±0.23,,20.87±6.81,0.007±0.001,,0.07±0.02,0.81±0.23,0.003±0.001,
O010,"Goat, s",pleen,4,0.29±0.03,1.18±0.39,,8.35±0.44,0.015±0.006,0.001±0.001,0.13±0.02,51.41±17.21,0.004±0.002,
O011,"Goat, ki",dneys,4,0.19±0.04,1.44±0.87,0.002±0.001,12.37±4.51,0.009±0.005,0.003±0.001,0.25±0.03,6.73±0.13,0.001±0.000,
O012,"Goat, tu",be (small intestine),3,0.57±0.19,2.05±0.91,,27.52±1.44,0.009±0.000,0.001±0.000,0.06±0.03,2.21±0.97,0.001±0.000,
O013,"Goat, te",stis,2,0.06,0.65,0.001,5.95,0.015,0.001,0.08,1.43,0.007,
O014,"Sheep,",shoulder,5,0.25±0.06,1.18±0.52,,5.46±2.05,0.023±0.038,0.001±0.000,0.07±0.04,1.63±0.62,0.003±0.001,
O015,"Sheep,",chops,4,0.13±0.02,0.69±0.39,,7.98±1.94,0.009±0.004,0.001±0.001,0.08±0.02,2.24±0.33,0.003±0.001,
O016,"Sheep,",leg,5,0.13±0.03,0.70±0.26,,6.87±1.88,0.009±0.003,,0.09±0.01,1.54±0.15,0.001±0.001,
O017,"Sheep,",brain,1,0.14,0.73,,10.27,0.003,,0.28,1.93,0.002,
O018,"Sheep,",tongue,1,0.28,0.34,,8.05,0.082,,0.17,2.46,0.001,
O019,"Sheep,",lungs,2,0.48,1.85,0.004,7.74,0.015,0.003,0.41,8.58,0.001,
O020,"Sheep,",heart,1,0.03,6.04,,6.79,0.012,0.001,0.29,3.07,,0.03
O021,"Sheep,",liver,4,0.16±0.00,1.66±0.51,0.001±0.000,5.92±0.44,0.025±0.004,0.007±0.002,5.70±1.99,6.15±1.70,0.007±0.001,
O022,"Sheep,",tripe,2,0.27,0.10,,14.85,0.019,,0.06,0.90,0.002,
O023,"Sheep,",spleen,1,0.16,0.92,0.001,11.49,0.013,0.001,0.16,53.11,0.009,
O024,"Sheep,",kidneys,2,0.19,2.10,0.003,14.15,0.006,0.009,0.38,6.11,0.006,
O025,"Beef, s",houlder,6,0.38±0.10,0.76±0.26,,6.50±1.85,0.007±0.002,,0.07±0.04,2.22±0.56,0.003±0.001,
O026,"Beef, c",hops,4,0.30±0.04,1.40±0.41,,4.64±1.64,0.005±0.001,,0.04±0.02,1.95±0.46,0.002±0.000,
