,,,,mg,µg,mg,mg,mg,mg,mg,mg,mg,mg
,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
M,EGG AND EG,G PRODUCTS,,,,,,,,,,,
M001,"Egg, poultry, whol","e, raw",6,,,,49.44±8.99,,,0.07±0.01,1.82±0.40,,
M002,"Egg, poultry, whit","e, raw",6,,,,5.64±0.95,,,0.03±0.00,0.07±0.05,,
M003,"Egg, poultry, yolk,",raw,6,,,,116±10.0,,,0.10±0.01,3.17±0.34,,
M004,"Egg, poultry, whol","e, boiled",6,,,,55.12±3.14,,,0.07±0.02,1.87±0.16,,
M005,"Egg, poultry, whit","e, boiled",6,,,,8.07±0.03,,,0.05±0.01,0.15±0.05,,
M006,"Egg, poultry, yolk,",boiled,6,,,,120±2.2,,,0.13±0.00,4.92±0.33,,
M007,"Egg, poultry, omle",t,3,,,,53.26±4.25,,,0.15±0.09,2.16±0.39,,
M008,"Egg, country hen,","whole, raw",1,,,,50.14,,,0.06,1.64,,
M009,"Egg, country hen,","whole, boiled",1,,,,57.79,,,0.09,1.73,,
M010,"Egg, country hen,",omlet,1,,,,55.88,,,0.17,2.15,,
M011,"Egg, duck, whole,",boiled,1,,,,56.12,,,0.12,2.61,,
M012,"Egg, duck, whole,",raw,1,,,,52.46,,,0.11,2.46,,
M013,"Egg, duck, whole,",omlet,1,,,,71.79,,,0.17,3.28,,
M014,"Egg, quial, whole,",raw,1,,,,60.67,,,0.09,2.55,,
M015,"Egg, quial, whole,",boiled,1,,,,61.35,,,0.13,2.63,,
N,POULTRY,,,,,,,,,,,,
N001,"Chicken, poultry, l","eg, skinless",4,0.01±0.00,,,20.52±0.33,,,0.25±0.11,1.27±0.23,0.002±0.000,
N002,"Chicken, poultry, t","high, skinless",6,0.10±0.00,,,18.37±0.39,,,0.23±0.20,1.11±0.16,,
N003,"Chicken, poultry,","breast, skinless",5,0.03±0.00,,,12.91±3.41,,,0.27±0.23,0.83±0.16,,
N004,"Chicken, poultry,","wing, skinless",5,0.02±0.00,,,28.13±3.66,,,0.43±0.29,1.38±0.29,,
