,,,,mg,µg,mg,mg,mg,mg,mg,mg,mg,mg
,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
N005,"Poultry, chi","cken, liver",1,,,,4.10,,,0.29,9.92,,
N006,"Poultry, chi","cken, gizzard",1,,,,5.46,,,0.20,3.19,,
N007,Country hen,", leg, with skin",1,,,,22.56,,,0.22,1.66,,
N008,Country hen,", thigh, with skin",1,,,,20.12,,,0.40,1.40,,
N009,Country hen,", breast, with skin",1,,,,12.49,,,0.13,1.09,,
N010,Country hen,", wing, with skin",1,,,,35.46,,,0.15,1.45,,
N011,"Duck, meat,",with skin,1,,,,22.77,0.001,,1.00,4.26,,
N012,"Emu, meat,",skinless,1,,,,7.40,0.002,,0.65,3.95,,
N013,Guinea fowl,", meat, with skin",1,,,,30.77,0.002,,0.17,2.20,,
N014,"Pigeon, mea","t, with skin",1,,,,18.11,,,0.10,3.81,,
N015,"Quail, meat,",skinless,1,,,,20.60,,,0.20,1.90,,
N016,"Turkey, leg,",with skin,1,,,,20.44,0.001,,0.53,2.01,,
N017,"Turkey, thig","h, with skin",1,,,,23.52,,,0.47,1.58,,
N018,"Turkey, brea","st, with skin",1,,,,14.35,,,0.10,1.01,,
N019,"Turkey, win","g, with skin",1,,,,33.49,0.001,,0.20,1.00,,
O,ANIMAL,MEAT,,,,,,,,,,,
O001,"Goat, shoul","der, meat",6,0.29±0.06,0.71±0.32,,6.18±1.58,0.008±0.005,,0.11±0.07,1.48±0.34,0.003±0.001,
O002,"Goat, chops",,6,0.16±0.02,0.76±0.41,,7.44±0.28,0.012±0.007,0.001±0.000,0.07±0.01,1.87±0.44,0.002±0.000,
O003,"Goat, legs",,6,0.13±0.02,1.20±0.69,,5.76±0.97,0.007±0.003,,0.08±0.02,1.77±0.48,0.003±0.001,
O004,"Goat, brain",,5,0.22±0.04,0.56±0.20,,10.61±0.24,0.011±0.012,,0.30±0.06,1.63±0.35,0.003±0.001,
